"y","llm","topic","quiz","item","quiz_id"
1,"gpt-5.1-2025-11-13","Vascular Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-009","ABMS20260101_grok-4-0709_p02"
1,"gpt-5.1-2025-11-13","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p02-010","ABMS20260101_grok-4-0709_p02"
0,"grok-4-0709","Dermatology","grok-4-0709","ABMS20260101_grok-4-0709_p02-001","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Urology","grok-4-0709","ABMS20260101_grok-4-0709_p02-002","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Otolaryngology","grok-4-0709","ABMS20260101_grok-4-0709_p02-003","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Physical Medicine and Rehabilitation","grok-4-0709","ABMS20260101_grok-4-0709_p02-004","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Plastic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-005","ABMS20260101_grok-4-0709_p02"
0,"grok-4-0709","Neurological Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-006","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Radiation Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p02-007","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Thoracic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-008","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Vascular Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-009","ABMS20260101_grok-4-0709_p02"
1,"grok-4-0709","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p02-010","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Dermatology","grok-4-0709","ABMS20260101_grok-4-0709_p02-001","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Urology","grok-4-0709","ABMS20260101_grok-4-0709_p02-002","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Otolaryngology","grok-4-0709","ABMS20260101_grok-4-0709_p02-003","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Physical Medicine and Rehabilitation","grok-4-0709","ABMS20260101_grok-4-0709_p02-004","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Plastic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-005","ABMS20260101_grok-4-0709_p02"
0,"grok-4-1-fast-reasoning","Neurological Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-006","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Radiation Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p02-007","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Thoracic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-008","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Vascular Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-009","ABMS20260101_grok-4-0709_p02"
1,"grok-4-1-fast-reasoning","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p02-010","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Dermatology","grok-4-0709","ABMS20260101_grok-4-0709_p02-001","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Urology","grok-4-0709","ABMS20260101_grok-4-0709_p02-002","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Otolaryngology","grok-4-0709","ABMS20260101_grok-4-0709_p02-003","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Physical Medicine and Rehabilitation","grok-4-0709","ABMS20260101_grok-4-0709_p02-004","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Plastic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-005","ABMS20260101_grok-4-0709_p02"
0,"kimi-k2-thinking","Neurological Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-006","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Radiation Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p02-007","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Thoracic Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-008","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Vascular Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p02-009","ABMS20260101_grok-4-0709_p02"
1,"kimi-k2-thinking","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p02-010","ABMS20260101_grok-4-0709_p02"
1,"claude-haiku-4-5-20251001","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"claude-haiku-4-5-20251001","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"claude-opus-4-5-20251101","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"claude-opus-4-5-20251101","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"deepseek-v3.2","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
0,"gemini-2.5-flash-lite","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"gemini-2.5-flash-lite","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
0,"gemini-2.5-flash-lite","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"gemini-2.5-flash-lite","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"gemini-3-pro-preview","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"gpt-5-nano-2025-08-07","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"gpt-5-nano-2025-08-07","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
0,"gpt-5-nano-2025-08-07","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"gpt-5.1-2025-11-13","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"gpt-5.1-2025-11-13","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"grok-4-0709","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"grok-4-1-fast-reasoning","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"grok-4-1-fast-reasoning","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p03-001","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Gastrointestinal","grok-4-0709","ABMS20260101_grok-4-0709_p03-002","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Pulmonary","grok-4-0709","ABMS20260101_grok-4-0709_p03-003","ABMS20260101_grok-4-0709_p03"
0,"kimi-k2-thinking","Nephrology","grok-4-0709","ABMS20260101_grok-4-0709_p03-004","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Hematology","grok-4-0709","ABMS20260101_grok-4-0709_p03-005","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-006","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Rheumatology/Musculoskeletal","grok-4-0709","ABMS20260101_grok-4-0709_p03-007","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Infectious Disease","grok-4-0709","ABMS20260101_grok-4-0709_p03-008","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Medical Oncology","grok-4-0709","ABMS20260101_grok-4-0709_p03-009","ABMS20260101_grok-4-0709_p03"
1,"kimi-k2-thinking","Allergy/Immunology","grok-4-0709","ABMS20260101_grok-4-0709_p03-010","ABMS20260101_grok-4-0709_p03"
1,"claude-haiku-4-5-20251001","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
0,"claude-haiku-4-5-20251001","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
1,"claude-haiku-4-5-20251001","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p04-010","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
1,"claude-opus-4-5-20251101","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p04-010","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
0,"deepseek-v3.2","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
1,"deepseek-v3.2","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p04-010","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
0,"gemini-2.5-flash-lite","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
0,"gemini-2.5-flash-lite","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
1,"gemini-2.5-flash-lite","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p04-010","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
0,"gemini-3-pro-preview","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
1,"gemini-3-pro-preview","Endocrine","grok-4-0709","ABMS20260101_grok-4-0709_p04-010","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Geriatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-001","ABMS20260101_grok-4-0709_p04"
0,"gpt-5-nano-2025-08-07","Pediatrics","grok-4-0709","ABMS20260101_grok-4-0709_p04-002","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Emergency Medicine","grok-4-0709","ABMS20260101_grok-4-0709_p04-003","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Obstetrics and Gynecology","grok-4-0709","ABMS20260101_grok-4-0709_p04-004","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Anesthesiology","grok-4-0709","ABMS20260101_grok-4-0709_p04-005","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Psychiatry","grok-4-0709","ABMS20260101_grok-4-0709_p04-006","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","General Surgery","grok-4-0709","ABMS20260101_grok-4-0709_p04-007","ABMS20260101_grok-4-0709_p04"
0,"gpt-5-nano-2025-08-07","Neurology","grok-4-0709","ABMS20260101_grok-4-0709_p04-008","ABMS20260101_grok-4-0709_p04"
1,"gpt-5-nano-2025-08-07","Cardiovascular","grok-4-0709","ABMS20260101_grok-4-0709_p04-009","ABMS20260101_grok-4-0709_p04"
